GEOID,LONGNAME,COUNTY,PlanningRegion,ARCModelingArea,% Gross rent 30.0 percent of income or greater 2019
13089023507,"Census Tract 235.07, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,52
13177020300,"Census Tract 203, Lee County",Lee,Southwest Georgia,No,46.9
13177020403,"Census Tract 204.03, Lee County",Lee,Southwest Georgia,No,19.7
13019970300,"Census Tract 9703, Berrien County",Berrien,Southern Georgia,No,40.8
13313001200,"Census Tract 12, Whitfield County",Whitfield,Northwest Georgia,No,29.5
13313001500,"Census Tract 15, Whitfield County",Whitfield,Northwest Georgia,No,32.1
13313000800,"Census Tract 8, Whitfield County",Whitfield,Northwest Georgia,No,22.1
13313000700,"Census Tract 7, Whitfield County",Whitfield,Northwest Georgia,No,29
13313001000,"Census Tract 10, Whitfield County",Whitfield,Northwest Georgia,No,40.2
13019970400,"Census Tract 9704, Berrien County",Berrien,Southern Georgia,No,53.7
13247060101,"Census Tract 601.01, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,30.5
13121010507,"Census Tract 105.07, Fulton County",Fulton,Atlanta Regional Commission,Yes,55.8
13045910101,"Census Tract 9101.01, Carroll County",Carroll,Three Rivers,Yes,45
13243790100,"Census Tract 7901, Randolph County",Randolph,River Valley,No,28.3
13089023212,"Census Tract 232.12, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,41.3
13139001302,"Census Tract 13.02, Hall County",Hall,Georgia Mountains,Yes,40.9
13117130509,"Census Tract 1305.09, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,38.1
13103030401,"Census Tract 304.01, Effingham County",Effingham,Coastal Regional Commission,No,61.6
13103030303,"Census Tract 303.03, Effingham County",Effingham,Coastal Regional Commission,No,36.7
13215003400,"Census Tract 34, Muscogee County",Muscogee,River Valley,No,64.9
13097080301,"Census Tract 803.01, Douglas County",Douglas,Atlanta Regional Commission,Yes,50
13117130610,"Census Tract 1306.10, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,23.5
13135050425,"Census Tract 504.25, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,30.5
13077170200,"Census Tract 1702, Coweta County",Coweta,Three Rivers,Yes,46
13121011617,"Census Tract 116.17, Fulton County",Fulton,Atlanta Regional Commission,Yes,22.1
13121011425,"Census Tract 114.25, Fulton County",Fulton,Atlanta Regional Commission,Yes,34.5
13021012200,"Census Tract 122, Bibb County",Bibb,Middle Georgia,No,58.2
13103030204,"Census Tract 302.04, Effingham County",Effingham,Coastal Regional Commission,No,55.7
13063040518,"Census Tract 405.18, Clayton County",Clayton,Atlanta Regional Commission,Yes,54.9
13081010100,"Census Tract 101, Crisp County",Crisp,River Valley,No,50.8
13215002500,"Census Tract 25, Muscogee County",Muscogee,River Valley,No,66.1
13121009000,"Census Tract 90, Fulton County",Fulton,Atlanta Regional Commission,Yes,36.4
13089023316,"Census Tract 233.16, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,34.5
13021011100,"Census Tract 111, Bibb County",Bibb,Middle Georgia,No,73.5
13255160300,"Census Tract 1603, Spalding County",Spalding,Three Rivers,Yes,65.9
13269950300,"Census Tract 9503, Taylor County",Taylor,River Valley,No,62.4
13179010300,"Census Tract 103, Liberty County",Liberty,Coastal Regional Commission,No,44.2
13247060403,"Census Tract 604.03, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,28.9
13189950100,"Census Tract 9501, McDuffie County",McDuffie,Central Savannah River Area,No,10.8
13263960100,"Census Tract 9601, Talbot County",Talbot,River Valley,No,44.9
13089023314,"Census Tract 233.14, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,39.2
13121007900,"Census Tract 79, Fulton County",Fulton,Atlanta Regional Commission,Yes,53.4
13271950100,"Census Tract 9501, Telfair County",Telfair,Heart of Georgia Altamaha,No,44.6
13135050416,"Census Tract 504.16, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,34.6
13135050309,"Census Tract 503.09, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,38.3
13135050310,"Census Tract 503.10, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,30
13089023700,"Census Tract 237, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,54.1
13267950201,"Census Tract 9502.01, Tattnall County",Tattnall,Heart of Georgia Altamaha,No,34.6
13137000100,"Census Tract 1, Habersham County",Habersham,Georgia Mountains,No,30.7
13089023501,"Census Tract 235.01, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,56.5
13115000700,"Census Tract 7, Floyd County",Floyd,Northwest Georgia,No,28.3
13031110200,"Census Tract 1102, Bulloch County",Bulloch,Coastal Regional Commission,No,71.3
13311950203,"Census Tract 9502.03, White County",White,Georgia Mountains,No,43.8
13063040513,"Census Tract 405.13, Clayton County",Clayton,Atlanta Regional Commission,Yes,37.2
13201950300,"Census Tract 9503, Miller County",Miller,Southwest Georgia,No,54.5
13219030400,"Census Tract 304, Oconee County",Oconee,Northeast Georgia,No,27.1
13219030300,"Census Tract 303, Oconee County",Oconee,Northeast Georgia,No,41.4
13073030309,"Census Tract 303.09, Columbia County",Columbia,Central Savannah River Area,No,11
13179010102,"Census Tract 101.02, Liberty County",Liberty,Coastal Regional Commission,No,59
13179010502,"Census Tract 105.02, Liberty County",Liberty,Coastal Regional Commission,No,45
13095010500,"Census Tract 105, Dougherty County",Dougherty,Southwest Georgia,No,33.7
13293010600,"Census Tract 106, Upson County",Upson,Three Rivers,No,37.8
13059000900,"Census Tract 9, Clarke County",Clarke,Northeast Georgia,No,61.5
13059150800,"Census Tract 1508, Clarke County",Clarke,Northeast Georgia,No,35.3
13117130203,"Census Tract 1302.03, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,57.9
13247060304,"Census Tract 603.04, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,61.1
13135050535,"Census Tract 505.35, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,67.1
13149970200,"Census Tract 9702, Heard County",Heard,Three Rivers,No,37.8
13135050215,"Census Tract 502.15, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,41.8
13257970100,"Census Tract 9701, Stephens County",Stephens,Georgia Mountains,No,51.9
13257970301,"Census Tract 9703.01, Stephens County",Stephens,Georgia Mountains,No,55.3
13291000203,"Census Tract 2.03, Union County",Union,Georgia Mountains,No,12.1
13059150400,"Census Tract 1504, Clarke County",Clarke,Northeast Georgia,No,75.3
13295020800,"Census Tract 208, Walker County",Walker,Northwest Georgia,No,19.9
13013180303,"Census Tract 1803.03, Barrow County",Barrow,Northeast Georgia,Yes,38
13139001004,"Census Tract 10.04, Hall County",Hall,Georgia Mountains,Yes,37.2
13013180302,"Census Tract 1803.02, Barrow County",Barrow,Northeast Georgia,Yes,24.4
13257970200,"Census Tract 9702, Stephens County",Stephens,Georgia Mountains,No,53.1
13257970302,"Census Tract 9703.02, Stephens County",Stephens,Georgia Mountains,No,57
13095010302,"Census Tract 103.02, Dougherty County",Dougherty,Southwest Georgia,No,63.4
13185010302,"Census Tract 103.02, Lowndes County",Lowndes,Southern Georgia,No,26
13103030202,"Census Tract 302.02, Effingham County",Effingham,Coastal Regional Commission,No,34.2
13135050410,"Census Tract 504.10, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,54.5
13135050522,"Census Tract 505.22, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,45.4
13153020600,"Census Tract 206, Houston County",Houston,Middle Georgia,No,38.1
13117130102,"Census Tract 1301.02, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,50
13089021101,"Census Tract 211.01, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,36
13121003600,"Census Tract 36, Fulton County",Fulton,Atlanta Regional Commission,Yes,31.1
13281960200,"Census Tract 9602, Towns County",Towns,Georgia Mountains,No,45.7
13011970300,"Census Tract 9703, Banks County",Banks,Georgia Mountains,No,53
13053020201,"Census Tract 202.01, Chattahoochee County",Chattahoochee,River Valley,No,44.5
13115000300,"Census Tract 3, Floyd County",Floyd,Northwest Georgia,No,54.3
13225040302,"Census Tract 403.02, Peach County",Peach,Middle Georgia,No,63.5
13095011600,"Census Tract 116, Dougherty County",Dougherty,Southwest Georgia,No,43.9
13073030302,"Census Tract 303.02, Columbia County",Columbia,Central Savannah River Area,No,35.3
13117130405,"Census Tract 1304.05, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,17.6
13121008301,"Census Tract 83.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,80.2
13135050533,"Census Tract 505.33, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,43.4
13063040417,"Census Tract 404.17, Clayton County",Clayton,Atlanta Regional Commission,Yes,57.6
13153020300,"Census Tract 203, Houston County",Houston,Middle Georgia,No,55.1
13121009601,"Census Tract 96.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,30.9
13179010204,"Census Tract 102.04, Liberty County",Liberty,Coastal Regional Commission,No,45.5
13097080404,"Census Tract 804.04, Douglas County",Douglas,Atlanta Regional Commission,Yes,64.8
13059030100,"Census Tract 301, Clarke County",Clarke,Northeast Georgia,No,74
13057090602,"Census Tract 906.02, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,76
13117130606,"Census Tract 1306.06, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,62.5
13269950100,"Census Tract 9501, Taylor County",Taylor,River Valley,No,6.8
13261950100,"Census Tract 9501, Sumter County",Sumter,River Valley,No,23.7
13121006200,"Census Tract 62, Fulton County",Fulton,Atlanta Regional Commission,Yes,62.9
13121008400,"Census Tract 84, Fulton County",Fulton,Atlanta Regional Commission,Yes,55.9
13089022600,"Census Tract 226, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,48.9
13045910103,"Census Tract 9101.03, Carroll County",Carroll,Three Rivers,Yes,41.3
13073030308,"Census Tract 303.08, Columbia County",Columbia,Central Savannah River Area,No,9.9
13073030306,"Census Tract 303.06, Columbia County",Columbia,Central Savannah River Area,No,71.2
13067030700,"Census Tract 307, Cobb County",Cobb,Atlanta Regional Commission,Yes,47.8
13089022700,"Census Tract 227, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,50.2
13089023107,"Census Tract 231.07, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,61
13221960202,"Census Tract 9602.02, Oglethorpe County",Oglethorpe,Northeast Georgia,No,63.1
13121007805,"Census Tract 78.05, Fulton County",Fulton,Atlanta Regional Commission,Yes,53.6
13067031310,"Census Tract 313.10, Cobb County",Cobb,Atlanta Regional Commission,Yes,64.3
13051002200,"Census Tract 22, Chatham County",Chatham,Coastal Regional Commission,No,58.4
13067030214,"Census Tract 302.14, Cobb County",Cobb,Atlanta Regional Commission,Yes,64.9
13163960400,"Census Tract 9604, Jefferson County",Jefferson,Central Savannah River Area,No,44
13121008101,"Census Tract 81.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,45.8
13121004100,"Census Tract 41, Fulton County",Fulton,Atlanta Regional Commission,Yes,62.2
13121011504,"Census Tract 115.04, Fulton County",Fulton,Atlanta Regional Commission,Yes,100
13127000404,"Census Tract 4.04, Glynn County",Glynn,Coastal Regional Commission,No,42.4
13227050400,"Census Tract 504, Pickens County",Pickens,Northwest Georgia,No,29.8
13067031212,"Census Tract 312.12, Cobb County",Cobb,Atlanta Regional Commission,Yes,68.8
13089021502,"Census Tract 215.02, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,35.9
13173950200,"Census Tract 9502, Lanier County",Lanier,Southern Georgia,No,48.9
13073030103,"Census Tract 301.03, Columbia County",Columbia,Central Savannah River Area,No,64.8
13063040416,"Census Tract 404.16, Clayton County",Clayton,Atlanta Regional Commission,Yes,41.7
13011970100,"Census Tract 9701, Banks County",Banks,Georgia Mountains,No,31.3
13215002400,"Census Tract 24, Muscogee County",Muscogee,River Valley,No,59.1
13089020200,"Census Tract 202, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,19.3
13043950200,"Census Tract 9502, Candler County",Candler,Heart of Georgia Altamaha,No,56
13135050728,"Census Tract 507.28, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,34.8
13067030230,"Census Tract 302.30, Cobb County",Cobb,Atlanta Regional Commission,Yes,56.9
13067031404,"Census Tract 314.04, Cobb County",Cobb,Atlanta Regional Commission,Yes,35.8
13069010100,"Census Tract 101, Coffee County",Coffee,Southern Georgia,No,40.9
13273120400,"Census Tract 1204, Terrell County",Terrell,Southwest Georgia,No,64.4
13197920100,"Census Tract 9201, Marion County",Marion,River Valley,No,44.3
13285960501,"Census Tract 9605.01, Troup County",Troup,Three Rivers,No,55.6
13285960600,"Census Tract 9606, Troup County",Troup,Three Rivers,No,64.4
13121011505,"Census Tract 115.05, Fulton County",Fulton,Atlanta Regional Commission,Yes,
13277960200,"Census Tract 9602, Tift County",Tift,Southern Georgia,No,34.4
13017960300,"Census Tract 9603, Ben Hill County",Ben Hill,Southern Georgia,No,27.7
13223120204,"Census Tract 1202.04, Paulding County",Paulding,Northwest Georgia,Yes,38.7
13089021810,"Census Tract 218.10, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,40.4
13089023803,"Census Tract 238.03, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,54.9
13089023312,"Census Tract 233.12, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,36.1
13089021809,"Census Tract 218.09, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,78
13089021814,"Census Tract 218.14, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,64
13049010200,"Census Tract 102, Charlton County",Charlton,Southern Georgia,No,18.3
13133950500,"Census Tract 9505, Greene County",Greene,Northeast Georgia,No,40.5
13245010512,"Census Tract 105.12, Richmond County",Richmond,Central Savannah River Area,No,67.9
13247060308,"Census Tract 603.08, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,49.6
13067030502,"Census Tract 305.02, Cobb County",Cobb,Atlanta Regional Commission,Yes,25.9
13067030505,"Census Tract 305.05, Cobb County",Cobb,Atlanta Regional Commission,Yes,48.3
13135050106,"Census Tract 501.06, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,60.7
13135050214,"Census Tract 502.14, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,27.2
13227050100,"Census Tract 501, Pickens County",Pickens,Northwest Georgia,No,32.1
13113140405,"Census Tract 1404.05, Fayette County",Fayette,Atlanta Regional Commission,Yes,56.4
13113140208,"Census Tract 1402.08, Fayette County",Fayette,Atlanta Regional Commission,Yes,46.7
13113140203,"Census Tract 1402.03, Fayette County",Fayette,Atlanta Regional Commission,Yes,24
13113140204,"Census Tract 1402.04, Fayette County",Fayette,Atlanta Regional Commission,Yes,53
13023790300,"Census Tract 7903, Bleckley County",Bleckley,Heart of Georgia Altamaha,No,27
13057090901,"Census Tract 909.01, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,51.2
13057090905,"Census Tract 909.05, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,41.2
13057090802,"Census Tract 908.02, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,29.9
13111050100,"Census Tract 501, Fannin County",Fannin,Northwest Georgia,No,31.1
13153021300,"Census Tract 213, Houston County",Houston,Middle Georgia,No,55.5
13111050400,"Census Tract 504, Fannin County",Fannin,Northwest Georgia,No,37.6
13139001003,"Census Tract 10.03, Hall County",Hall,Georgia Mountains,Yes,61.9
13013180206,"Census Tract 1802.06, Barrow County",Barrow,Northeast Georgia,Yes,29.6
13013180205,"Census Tract 1802.05, Barrow County",Barrow,Northeast Georgia,Yes,59.1
13299950500,"Census Tract 9505, Ware County",Ware,Southern Georgia,No,53.6
13021011702,"Census Tract 117.02, Bibb County",Bibb,Middle Georgia,No,69.6
13021011800,"Census Tract 118, Bibb County",Bibb,Middle Georgia,No,52.7
13305970500,"Census Tract 9705, Wayne County",Wayne,Heart of Georgia Altamaha,No,22.2
13311950300,"Census Tract 9503, White County",White,Georgia Mountains,No,31.9
13311950100,"Census Tract 9501, White County",White,Georgia Mountains,No,46.4
13179010400,"Census Tract 104, Liberty County",Liberty,Coastal Regional Commission,No,56.2
13111050500,"Census Tract 505, Fannin County",Fannin,Northwest Georgia,No,58.3
13157010600,"Census Tract 106, Jackson County",Jackson,Northeast Georgia,No,44.7
13121001001,"Census Tract 10.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,37.7
13071970600,"Census Tract 9706, Colquitt County",Colquitt,Southwest Georgia,No,33.8
13217100501,"Census Tract 1005.01, Newton County",Newton,Northeast Georgia,Yes,52.1
13217100201,"Census Tract 1002.01, Newton County",Newton,Northeast Georgia,Yes,75
13217100700,"Census Tract 1007, Newton County",Newton,Northeast Georgia,Yes,53.1
13121007500,"Census Tract 75, Fulton County",Fulton,Atlanta Regional Commission,Yes,72.2
13121010603,"Census Tract 106.03, Fulton County",Fulton,Atlanta Regional Commission,Yes,62.2
13067031313,"Census Tract 313.13, Cobb County",Cobb,Atlanta Regional Commission,Yes,29.9
13067030340,"Census Tract 303.40, Cobb County",Cobb,Atlanta Regional Commission,Yes,63
13117130205,"Census Tract 1302.05, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,28.7
13051002700,"Census Tract 27, Chatham County",Chatham,Coastal Regional Commission,No,66.9
13051011103,"Census Tract 111.03, Chatham County",Chatham,Coastal Regional Commission,No,60
13051010605,"Census Tract 106.05, Chatham County",Chatham,Coastal Regional Commission,No,
13113140408,"Census Tract 1404.08, Fayette County",Fayette,Atlanta Regional Commission,Yes,48.4
13245010203,"Census Tract 102.03, Richmond County",Richmond,Central Savannah River Area,No,38
13063040204,"Census Tract 402.04, Clayton County",Clayton,Atlanta Regional Commission,Yes,45.2
13067030209,"Census Tract 302.09, Cobb County",Cobb,Atlanta Regional Commission,Yes,71.4
13135050219,"Census Tract 502.19, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,32.5
13285960902,"Census Tract 9609.02, Troup County",Troup,Three Rivers,No,43.9
13121010800,"Census Tract 108, Fulton County",Fulton,Atlanta Regional Commission,Yes,39.6
13067031506,"Census Tract 315.06, Cobb County",Cobb,Atlanta Regional Commission,Yes,55.2
13117130603,"Census Tract 1306.03, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,46
13021012700,"Census Tract 127, Bibb County",Bibb,Middle Georgia,No,67.8
13021012900,"Census Tract 129, Bibb County",Bibb,Middle Georgia,No,63.7
13067030223,"Census Tract 302.23, Cobb County",Cobb,Atlanta Regional Commission,Yes,38.2
13135050220,"Census Tract 502.20, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,49.4
13117130305,"Census Tract 1303.05, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,43.9
13299950900,"Census Tract 9509, Ware County",Ware,Southern Georgia,No,38.1
13117130613,"Census Tract 1306.13, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,47
13117130409,"Census Tract 1304.09, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,57.6
13067030341,"Census Tract 303.41, Cobb County",Cobb,Atlanta Regional Commission,Yes,7
13205090300,"Census Tract 903, Mitchell County",Mitchell,Southwest Georgia,No,60.7
13205090200,"Census Tract 902, Mitchell County",Mitchell,Southwest Georgia,No,37.2
13121009802,"Census Tract 98.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,36.8
13075960400,"Census Tract 9604, Cook County",Cook,Southern Georgia,No,44.1
13089021209,"Census Tract 212.09, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,43.3
13081010202,"Census Tract 102.02, Crisp County",Crisp,River Valley,No,40.8
13281960100,"Census Tract 9601, Towns County",Towns,Georgia Mountains,No,55.8
13033950900,"Census Tract 9509, Burke County",Burke,Central Savannah River Area,No,40
13205090400,"Census Tract 904, Mitchell County",Mitchell,Southwest Georgia,No,55
13153020109,"Census Tract 201.09, Houston County",Houston,Middle Georgia,No,47.5
13051010801,"Census Tract 108.01, Chatham County",Chatham,Coastal Regional Commission,No,40.6
13051010803,"Census Tract 108.03, Chatham County",Chatham,Coastal Regional Commission,No,57.2
13121010001,"Census Tract 100.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,66.1
13117130609,"Census Tract 1306.09, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,50
13241970302,"Census Tract 9703.02, Rabun County",Rabun,Georgia Mountains,No,61.5
13121010123,"Census Tract 101.23, Fulton County",Fulton,Atlanta Regional Commission,Yes,32.4
13193000300,"Census Tract 3, Macon County",Macon,River Valley,No,41.4
13121007001,"Census Tract 70.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,72.9
13121009602,"Census Tract 96.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,47.9
13121009900,"Census Tract 99, Fulton County",Fulton,Atlanta Regional Commission,Yes,28.5
13303950400,"Census Tract 9504, Washington County",Washington,Central Savannah River Area,No,39.7
13135050721,"Census Tract 507.21, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,33.8
13129970500,"Census Tract 9705, Gordon County",Gordon,Northwest Georgia,No,47.9
13191980000,"Census Tract 9800, McIntosh County",McIntosh,Coastal Regional Commission,No,
13143010200,"Census Tract 102, Haralson County",Haralson,Northwest Georgia,No,49.8
13021012600,"Census Tract 126, Bibb County",Bibb,Middle Georgia,No,62.5
13151070113,"Census Tract 701.13, Henry County",Henry,Atlanta Regional Commission,Yes,58.2
13115001600,"Census Tract 16, Floyd County",Floyd,Northwest Georgia,No,60.9
13185010604,"Census Tract 106.04, Lowndes County",Lowndes,Southern Georgia,No,45.7
13097080507,"Census Tract 805.07, Douglas County",Douglas,Atlanta Regional Commission,Yes,32.9
13063040526,"Census Tract 405.26, Clayton County",Clayton,Atlanta Regional Commission,Yes,48.4
13063040510,"Census Tract 405.10, Clayton County",Clayton,Atlanta Regional Commission,Yes,56.2
13057090601,"Census Tract 906.01, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,61.5
13089023421,"Census Tract 234.21, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,57.6
13097080402,"Census Tract 804.02, Douglas County",Douglas,Atlanta Regional Commission,Yes,39.7
13097080509,"Census Tract 805.09, Douglas County",Douglas,Atlanta Regional Commission,Yes,51
13139000600,"Census Tract 6, Hall County",Hall,Georgia Mountains,Yes,50.7
13057091001,"Census Tract 910.01, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,47
13295020901,"Census Tract 209.01, Walker County",Walker,Northwest Georgia,No,52.8
13135050209,"Census Tract 502.09, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,60.1
13117130507,"Census Tract 1305.07, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,44
13035150200,"Census Tract 1502, Butts County",Butts,Three Rivers,No,48.6
13295020902,"Census Tract 209.02, Walker County",Walker,Northwest Georgia,No,9.6
13277960900,"Census Tract 9609, Tift County",Tift,Southern Georgia,No,40.4
13135050722,"Census Tract 507.22, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,60
13135050715,"Census Tract 507.15, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,30.3
13139000201,"Census Tract 2.01, Hall County",Hall,Georgia Mountains,Yes,51.9
13139000302,"Census Tract 3.02, Hall County",Hall,Georgia Mountains,Yes,21.9
13121010110,"Census Tract 101.10, Fulton County",Fulton,Atlanta Regional Commission,Yes,53.3
13015960500,"Census Tract 9605, Bartow County",Bartow,Northwest Georgia,Yes,55.2
13077170304,"Census Tract 1703.04, Coweta County",Coweta,Three Rivers,Yes,56.9
13077170602,"Census Tract 1706.02, Coweta County",Coweta,Three Rivers,Yes,38.4
13077170601,"Census Tract 1706.01, Coweta County",Coweta,Three Rivers,Yes,60.6
13207050101,"Census Tract 501.01, Monroe County",Monroe,Middle Georgia,No,69.9
13015960200,"Census Tract 9602, Bartow County",Bartow,Northwest Georgia,Yes,29.7
13015960401,"Census Tract 9604.01, Bartow County",Bartow,Northwest Georgia,Yes,37.1
13015960803,"Census Tract 9608.03, Bartow County",Bartow,Northwest Georgia,Yes,41.4
13015960600,"Census Tract 9606, Bartow County",Bartow,Northwest Georgia,Yes,47.4
13015960300,"Census Tract 9603, Bartow County",Bartow,Northwest Georgia,Yes,34.8
13015961000,"Census Tract 9610, Bartow County",Bartow,Northwest Georgia,Yes,20.8
13081010500,"Census Tract 105, Crisp County",Crisp,River Valley,No,34.8
13313000302,"Census Tract 3.02, Whitfield County",Whitfield,Northwest Georgia,No,27.8
13233010700,"Census Tract 107, Polk County",Polk,Northwest Georgia,No,45.3
13233010500,"Census Tract 105, Polk County",Polk,Northwest Georgia,No,41.8
13135050718,"Census Tract 507.18, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,14.4
13117130304,"Census Tract 1303.04, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,33.3
13211010200,"Census Tract 102, Morgan County",Morgan,Northeast Georgia,No,51.1
13215010402,"Census Tract 104.02, Muscogee County",Muscogee,River Valley,No,30.9
13095010602,"Census Tract 106.02, Dougherty County",Dougherty,Southwest Georgia,No,51.3
13227050600,"Census Tract 506, Pickens County",Pickens,Northwest Georgia,No,25.1
13227050500,"Census Tract 505, Pickens County",Pickens,Northwest Georgia,No,44.1
13285961000,"Census Tract 9610, Troup County",Troup,Three Rivers,No,46.6
13133950301,"Census Tract 9503.01, Greene County",Greene,Northeast Georgia,No,49.4
13089021416,"Census Tract 214.16, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,63.1
13051004100,"Census Tract 41, Chatham County",Chatham,Coastal Regional Commission,No,45.2
13159010200,"Census Tract 102, Jasper County",Jasper,Northeast Georgia,No,53.3
13183970100,"Census Tract 9701, Long County",Long,Coastal Regional Commission,No,54.7
13261950600,"Census Tract 9506, Sumter County",Sumter,River Valley,No,53.7
13303950300,"Census Tract 9503, Washington County",Washington,Central Savannah River Area,No,44.2
13313000400,"Census Tract 4, Whitfield County",Whitfield,Northwest Georgia,No,56.6
13089022403,"Census Tract 224.03, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,11
13261950300,"Census Tract 9503, Sumter County",Sumter,River Valley,No,48.1
13153021104,"Census Tract 211.04, Houston County",Houston,Middle Georgia,No,31.5
13121011420,"Census Tract 114.20, Fulton County",Fulton,Atlanta Regional Commission,Yes,49.2
13035150100,"Census Tract 1501, Butts County",Butts,Three Rivers,No,56.6
13147960100,"Census Tract 9601, Hart County",Hart,Georgia Mountains,No,39.4
13147960200,"Census Tract 9602, Hart County",Hart,Georgia Mountains,No,38.1
13209950300,"Census Tract 9503, Montgomery County",Montgomery,Heart of Georgia Altamaha,No,35.8
13223120101,"Census Tract 1201.01, Paulding County",Paulding,Northwest Georgia,Yes,22.5
13223120102,"Census Tract 1201.02, Paulding County",Paulding,Northwest Georgia,Yes,56.7
13223120603,"Census Tract 1206.03, Paulding County",Paulding,Northwest Georgia,Yes,66.8
13209950100,"Census Tract 9501, Montgomery County",Montgomery,Heart of Georgia Altamaha,No,48.3
13051003700,"Census Tract 37, Chatham County",Chatham,Coastal Regional Commission,No,45.1
13051004211,"Census Tract 42.11, Chatham County",Chatham,Coastal Regional Commission,No,49.4
13051000601,"Census Tract 6.01, Chatham County",Chatham,Coastal Regional Commission,No,45.8
13067030228,"Census Tract 302.28, Cobb County",Cobb,Atlanta Regional Commission,Yes,60.8
13115001702,"Census Tract 17.02, Floyd County",Floyd,Northwest Georgia,No,55.6
13089023505,"Census Tract 235.05, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,74.1
13073030402,"Census Tract 304.02, Columbia County",Columbia,Central Savannah River Area,No,44.7
13031110602,"Census Tract 1106.02, Bulloch County",Bulloch,Coastal Regional Commission,No,36.2
13225040101,"Census Tract 401.01, Peach County",Peach,Middle Georgia,No,57.1
13119890102,"Census Tract 8901.02, Franklin County",Franklin,Georgia Mountains,No,29
